"TOA5","CR6Series","CR6","10158","CR6.Std.09.02 CR6-WIFI.04.00.01","CPU:McGill_University_Program_Version32.CR6 Jan 17th modif2.cr6","43233","CS120A_Data"
"TIMESTAMP","RECORD","Message_ID","Sensor_ID","System_status","Interval_time","Visibilitystr","VisibilityUnits","Averaging_duration","User_alarm_1","User_alarm_2","Emitter_failure","Emitter_lens_dirty","Emitter_temp_error","Detector_lens_dirty","Detector_temp_error","Detector_saturated","Hood_temp_error","Signature_error","Flash_read_error","Flash_write_error","checksumrx"
"TS","RN","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-02-01 10:25:00",4260,"2","0","0","60","6868","M","1","0","0","0","0","0","0","0","0","0","0","0","0","109E"
"2020-02-01 10:30:00",4261,"2","0","0","60","6959","M","1","0","0","0","0","0","0","0","0","0","0","0","0","7570"
"2020-02-01 10:35:00",4262,"2","0","0","60","6758","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A0CF"
"2020-02-01 10:40:00",4263,"2","0","0","60","6525","M","1","0","0","0","0","0","0","0","0","0","0","0","0","672B"
"2020-02-01 10:45:00",4264,"2","0","0","60","7005","M","1","0","0","0","0","0","0","0","0","0","0","0","0","BA9C"
"2020-02-01 10:50:00",4265,"2","0","0","60","6286","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A65A"
"2020-02-01 10:55:00",4266,"2","0","0","60","6229","M","1","0","0","0","0","0","0","0","0","0","0","0","0","F9BB"
"2020-02-01 11:00:00",4267,"2","0","0","60","6959","M","1","0","0","0","0","0","0","0","0","0","0","0","0","7570"
"2020-02-01 11:05:00",4268,"2","0","0","60","6746","M","1","0","0","0","0","0","0","0","0","0","0","0","0","5C11"
"2020-02-01 11:10:00",4269,"2","0","0","60","6719","M","1","0","0","0","0","0","0","0","0","0","0","0","0","7455"
"2020-02-01 11:15:00",4270,"2","0","0","60","6875","M","1","0","0","0","0","0","0","0","0","0","0","0","0","ED4B"
"2020-02-01 11:20:00",4271,"2","0","0","60","7163","M","1","0","0","0","0","0","0","0","0","0","0","0","0","00E1"
"2020-02-01 11:25:00",4272,"2","0","0","60","6922","M","1","0","0","0","0","0","0","0","0","0","0","0","0","BCF1"
"2020-02-01 11:30:00",4273,"2","0","0","60","6580","M","1","0","0","0","0","0","0","0","0","0","0","0","0","3EF0"
"2020-02-01 11:35:00",4274,"2","0","0","60","7163","M","1","0","0","0","0","0","0","0","0","0","0","0","0","00E1"
"2020-02-01 11:40:00",4275,"2","0","0","60","6467","M","1","0","0","0","0","0","0","0","0","0","0","0","0","3C93"
"2020-02-01 11:45:00",4276,"2","0","0","60","6515","M","1","0","0","0","0","0","0","0","0","0","0","0","0","7C0A"
"2020-02-01 11:50:00",4277,"2","0","0","60","6187","M","1","0","0","0","0","0","0","0","0","0","0","0","0","D4E6"
"2020-02-01 11:55:00",4278,"2","0","0","60","6311","M","1","0","0","0","0","0","0","0","0","0","0","0","0","9B64"
"2020-02-01 12:00:00",4279,"2","0","0","60","6103","M","1","0","0","0","0","0","0","0","0","0","0","0","0","6FE5"
"2020-02-01 12:05:00",4280,"2","0","0","60","5767","M","1","0","0","0","0","0","0","0","0","0","0","0","0","5503"
"2020-02-01 12:10:00",4281,"2","0","0","60","5804","M","1","0","0","0","0","0","0","0","0","0","0","0","0","C93A"
"2020-02-01 12:15:00",4282,"2","0","0","60","6069","M","1","0","0","0","0","0","0","0","0","0","0","0","0","D1B4"
"2020-02-01 12:20:00",4283,"2","0","0","60","6080","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A83F"
"2020-02-01 12:25:00",4284,"2","0","0","60","6083","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A934"
"2020-02-01 12:30:00",4285,"2","0","0","60","5410","M","1","0","0","0","0","0","0","0","0","0","0","0","0","1AF4"
"2020-02-01 12:35:00",4286,"2","0","0","60","5885","M","1","0","0","0","0","0","0","0","0","0","0","0","0","7124"
"2020-02-01 12:40:00",4287,"2","0","0","60","5289","M","1","0","0","0","0","0","0","0","0","0","0","0","0","48B7"
"2020-02-01 12:45:00",4288,"2","0","0","60","5579","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A5AE"
"2020-02-01 12:50:00",4289,"2","0","0","60","5763","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A6F8"
"2020-02-01 12:55:00",4290,"2","0","0","60","5272","M","1","0","0","0","0","0","0","0","0","0","0","0","0","C9CE"
"2020-02-01 13:00:00",4291,"2","0","0","60","5483","M","1","0","0","0","0","0","0","0","0","0","0","0","0","5A18"
"2020-02-01 13:05:00",4292,"2","0","0","60","6171","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A155"
"2020-02-01 13:10:00",4293,"2","0","0","60","6268","M","1","0","0","0","0","0","0","0","0","0","0","0","0","2D21"
"2020-02-01 13:15:00",4294,"2","0","0","60","6025","M","1","0","0","0","0","0","0","0","0","0","0","0","0","F1E4"
"2020-02-01 13:20:00",4295,"2","0","0","60","6616","M","1","0","0","0","0","0","0","0","0","0","0","0","0","FF5B"
"2020-02-01 13:25:00",4296,"2","0","0","60","6278","M","1","0","0","0","0","0","0","0","0","0","0","0","0","243E"
"2020-02-01 13:30:00",4297,"2","0","0","60","6406","M","1","0","0","0","0","0","0","0","0","0","0","0","0","FA37"
"2020-02-01 13:35:00",4298,"2","0","0","60","5692","M","1","0","0","0","0","0","0","0","0","0","0","0","0","AF92"
"2020-02-01 13:40:00",4299,"2","0","0","60","5730","M","1","0","0","0","0","0","0","0","0","0","0","0","0","8A90"
"2020-02-01 13:45:00",4300,"2","0","0","60","6245","M","1","0","0","0","0","0","0","0","0","0","0","0","0","CBD5"
"2020-02-01 13:50:00",4301,"2","0","0","60","6808","M","1","0","0","0","0","0","0","0","0","0","0","0","0","26DC"
"2020-02-01 13:55:00",4302,"2","0","0","60","7151","M","1","0","0","0","0","0","0","0","0","0","0","0","0","EA2D"
"2020-02-01 14:00:00",4303,"2","0","0","60","7624","M","1","0","0","0","0","0","0","0","0","0","0","0","0","4CD1"
"2020-02-01 14:05:00",4304,"2","0","0","60","8108","M","1","0","0","0","0","0","0","0","0","0","0","0","0","B4FE"
"2020-02-01 14:10:00",4305,"2","0","0","60","8174","M","1","0","0","0","0","0","0","0","0","0","0","0","0","8F8F"
"2020-02-01 14:15:00",4306,"2","0","0","60","7791","M","1","0","0","0","0","0","0","0","0","0","0","0","0","923C"
"2020-02-01 14:20:00",4307,"2","0","0","60","7692","M","1","0","0","0","0","0","0","0","0","0","0","0","0","1D1E"
"2020-02-01 14:25:00",4308,"2","0","0","60","8056","M","1","0","0","0","0","0","0","0","0","0","0","0","0","E275"
"2020-02-01 14:30:00",4309,"2","0","0","60","7631","M","1","0","0","0","0","0","0","0","0","0","0","0","0","46D3"
"2020-02-01 14:35:00",4310,"2","0","0","60","7843","M","1","0","0","0","0","0","0","0","0","0","0","0","0","AD3A"
"2020-02-01 14:40:00",4311,"2","0","0","60","7742","M","1","0","0","0","0","0","0","0","0","0","0","0","0","F6AC"
"2020-02-01 14:45:00",4312,"2","0","0","60","8213","M","1","0","0","0","0","0","0","0","0","0","0","0","0","C967"
"2020-02-01 14:50:00",4313,"2","0","0","60","9483","M","1","0","0","0","0","0","0","0","0","0","0","0","0","C553"
"2020-02-01 14:55:00",4314,"2","0","0","60","8977","M","1","0","0","0","0","0","0","0","0","0","0","0","0","BF48"
"2020-02-01 15:00:00",4315,"2","0","0","60","9173","M","1","0","0","0","0","0","0","0","0","0","0","0","0","2439"
"2020-02-01 15:05:00",4316,"2","0","0","60","8171","M","1","0","0","0","0","0","0","0","0","0","0","0","0","8C92"
"2020-02-01 15:10:00",4317,"2","0","0","60","8402","M","1","0","0","0","0","0","0","0","0","0","0","0","0","240B"
"2020-02-01 15:15:00",4318,"2","0","0","60","8830","M","1","0","0","0","0","0","0","0","0","0","0","0","0","E7ED"
"2020-02-01 15:20:00",4319,"2","0","0","60","8941","M","1","0","0","0","0","0","0","0","0","0","0","0","0","A67F"
"2020-02-01 15:25:00",4320,"2","0","0","60","8590","M","1","0","0","0","0","0","0","0","0","0","0","0","0","1A28"
"2020-02-01 15:30:00",4321,"2","0","0","60","10072","M","1","0","0","0","0","0","0","0","0","0","0","0","0","1041"
"2020-02-01 15:35:00",4322,"2","0","0","60","10138","M","1","0","0","0","0","0","0","0","0","0","0","0","0","BC2E"
"2020-02-01 15:40:00",4323,"2","0","0","60","9371","M","1","0","0","0","0","0","0","0","0","0","0","0","0","D9A7"
"2020-02-01 15:45:00",4324,"2","0","0","60","10854","M","1","0","0","0","0","0","0","0","0","0","0","0","0","31A5"
"2020-02-01 15:50:00",4325,"2","0","0","60","15741","M","1","0","0","0","0","0","0","0","0","0","0","0","0","BCA8"
"2020-02-01 15:55:00",4326,"2","0","3","60","15770","M","1","0","0","0","0","0","1","0","0","0","0","0","0","2F80"
"2020-02-01 16:00:00",4327,"2","0","3","60","15759","M","1","0","0","0","0","0","1","0","0","0","0","0","0","3A8F"
"2020-02-01 16:05:00",4328,"2","0","3","60","15775","M","1","0","0","0","0","0","1","0","0","0","0","0","0","2C9D"
"2020-02-01 16:10:00",4329,"2","0","0","60","9159","M","1","0","0","0","0","0","0","0","0","0","0","0","0","303D"
"2020-02-01 16:15:00",4330,"2","0","0","60","7667","M","1","0","0","0","0","0","0","0","0","0","0","0","0","69A6"
"2020-02-01 16:20:00",4331,"2","0","0","60","8183","M","1","0","0","0","0","0","0","0","0","0","0","0","0","0ADA"
"2020-02-01 16:25:00",4332,"2","0","0","60","8167","M","1","0","0","0","0","0","0","0","0","0","0","0","0","879B"
"2020-02-01 16:30:00",4333,"2","0","0","60","9594","M","1","0","0","0","0","0","0","0","0","0","0","0","0","B095"
"2020-02-01 16:35:00",4334,"2","0","3","60","15805","M","1","0","0","0","0","0","1","0","0","0","0","0","0","B8B0"
"2020-02-01 16:40:00",4335,"2","0","0","60","9264","M","1","0","0","0","0","0","0","0","0","0","0","0","0","5D8C"
